,Region,Org Code,Modality,Month,MedianWaitDays,Year,Date
3608,Y63,RWY,Computerized Axial Tomography,Jun,1,2022,2022-06
3611,Y63,RWY,Magnetic Resonance Imaging,Jun,36,2022,2022-06
3616,Y63,NT4,Computerized Axial Tomography,Jun,1,2022,2022-06
3619,Y63,NT4,Magnetic Resonance Imaging,Jun,23,2022,2022-06
3621,Y63,RXP,Computerized Axial Tomography,Jun,25,2022,2022-06
3624,Y63,RXP,Magnetic Resonance Imaging,Jun,39,2022,2022-06
3628,Y63,RP5,Computerized Axial Tomography,Jun,0,2022,2022-06
3631,Y63,RP5,Magnetic Resonance Imaging,Jun,21,2022,2022-06
3634,Y63,RR7,Computerized Axial Tomography,Jun,1,2022,2022-06
3637,Y63,RR7,Magnetic Resonance Imaging,Jun,5,2022,2022-06
3640,Y63,RR7,Positron Emission Tomography,Jun,16.5,2022,2022-06
3642,Y63,RCD,Computerized Axial Tomography,Jun,1,2022,2022-06
3645,Y63,RCD,Magnetic Resonance Imaging,Jun,21,2022,2022-06
3648,Y63,RCD,Positron Emission Tomography,Jun,2,2022,2022-06
3652,Y63,RWA,Computerized Axial Tomography,Jun,0,2022,2022-06
3655,Y63,RWA,Magnetic Resonance Imaging,Jun,15,2022,2022-06
3661,Y63,RR8,Computerized Axial Tomography,Jun,2,2022,2022-06
3664,Y63,RR8,Magnetic Resonance Imaging,Jun,33,2022,2022-06
3667,Y63,RR8,Positron Emission Tomography,Jun,7,2022,2022-06
3669,Y63,RXF,Computerized Axial Tomography,Jun,3,2022,2022-06
3672,Y63,RXF,Magnetic Resonance Imaging,Jun,32,2022,2022-06
3676,Y63,RNN,Computerized Axial Tomography,Jun,4,2022,2022-06
3679,Y63,RNN,Magnetic Resonance Imaging,Jun,18,2022,2022-06
3682,Y63,RNN,Positron Emission Tomography,Jun,10,2022,2022-06
3684,Y63,RVW,Computerized Axial Tomography,Jun,3,2022,2022-06
3687,Y63,RVW,Magnetic Resonance Imaging,Jun,36,2022,2022-06
3690,Y63,RVW,Positron Emission Tomography,Jun,7,2022,2022-06
3692,Y63,RJL,Computerized Axial Tomography,Jun,3,2022,2022-06
3695,Y63,RJL,Magnetic Resonance Imaging,Jun,27,2022,2022-06
3699,Y63,RTF,Computerized Axial Tomography,Jun,1,2022,2022-06
3702,Y63,RTF,Magnetic Resonance Imaging,Jun,23,2022,2022-06
3704,Y63,NT2,Computerized Axial Tomography,Jun,19,2022,2022-06
3707,Y63,NT2,Magnetic Resonance Imaging,Jun,32,2022,2022-06
3709,Y63,NVC,Computerized Axial Tomography,Jun,36,2022,2022-06
3712,Y63,NVC,Magnetic Resonance Imaging,Jun,37.5,2022,2022-06
3714,Y63,RCU,Computerized Axial Tomography,Jun,25,2022,2022-06
3717,Y63,RCU,Magnetic Resonance Imaging,Jun,43,2022,2022-06
3722,Y63,RHQ,Computerized Axial Tomography,Jun,1,2022,2022-06
3725,Y63,RHQ,Magnetic Resonance Imaging,Jun,43,2022,2022-06
3728,Y63,RHQ,Positron Emission Tomography,Jun,6,2022,2022-06
3730,Y63,RTR,Computerized Axial Tomography,Jun,2,2022,2022-06
3733,Y63,RTR,Magnetic Resonance Imaging,Jun,35,2022,2022-06
3736,Y63,RTR,Positron Emission Tomography,Jun,5,2022,2022-06
3738,Y63,R0B,Computerized Axial Tomography,Jun,1,2022,2022-06
3741,Y63,R0B,Magnetic Resonance Imaging,Jun,13,2022,2022-06
3745,Y63,R0B,Positron Emission Tomography,Jun,11,2022,2022-06
3747,Y63,NT3,Computerized Axial Tomography,Jun,8,2022,2022-06
3750,Y63,NT3,Magnetic Resonance Imaging,Jun,23,2022,2022-06
3752,Y63,RTD,Computerized Axial Tomography,Jun,2,2022,2022-06
3755,Y63,RTD,Magnetic Resonance Imaging,Jun,24,2022,2022-06
3759,Y63,RFR,Computerized Axial Tomography,Jun,0,2022,2022-06
3762,Y63,RFR,Magnetic Resonance Imaging,Jun,6,2022,2022-06
3766,Y63,NN4,Computerized Axial Tomography,Jun,15,2022,2022-06
3769,Y63,NN4,Magnetic Resonance Imaging,Jun,15,2022,2022-06
3772,Y63,RCB,Computerized Axial Tomography,Jun,0,2022,2022-06
3775,Y63,RCB,Magnetic Resonance Imaging,Jun,17,2022,2022-06
3780,Y56,NT9,Computerized Axial Tomography,Jul,3,2022,2022-07
3782,Y56,NT9,Magnetic Resonance Imaging,Jul,17,2022,2022-07
3784,Y56,NT9,Positron Emission Tomography,Jul,12,2022,2022-07
3785,Y56,RF4,Computerized Axial Tomography,Jul,0,2022,2022-07
3788,Y56,RF4,Magnetic Resonance Imaging,Jul,37,2022,2022-07
3792,Y56,R1H,Computerized Axial Tomography,Jul,0,2022,2022-07
3795,Y56,R1H,Magnetic Resonance Imaging,Jul,30,2022,2022-07
3798,Y56,R1H,Positron Emission Tomography,Jul,20,2022,2022-07
3800,Y56,RQM,Computerized Axial Tomography,Jul,0,2022,2022-07
3803,Y56,RQM,Magnetic Resonance Imaging,Jul,0,2022,2022-07
3806,Y56,RQM,Positron Emission Tomography,Jul,0,2022,2022-07
3808,Y56,NT4,Computerized Axial Tomography,Jul,14.5,2022,2022-07
3811,Y56,NT4,Magnetic Resonance Imaging,Jul,9,2022,2022-07
3814,Y56,RJ6,Computerized Axial Tomography,Jul,0,2022,2022-07
3817,Y56,RJ6,Magnetic Resonance Imaging,Jul,0,2022,2022-07
3819,Y56,RVR,Computerized Axial Tomography,Jul,0,2022,2022-07
3822,Y56,RVR,Magnetic Resonance Imaging,Jul,16,2022,2022-07
3826,Y56,RP4,Computerized Axial Tomography,Jul,8,2022,2022-07
3829,Y56,RP4,Magnetic Resonance Imaging,Jul,31.5,2022,2022-07
3833,Y56,RJ1,Computerized Axial Tomography,Jul,0,2022,2022-07
3836,Y56,RJ1,Magnetic Resonance Imaging,Jul,29,2022,2022-07
3839,Y56,RJ1,Positron Emission Tomography,Jul,0,2022,2022-07
3844,Y56,NYR,Magnetic Resonance Imaging,Jul,37,2022,2022-07
3847,Y56,RQX,Computerized Axial Tomography,Jul,0,2022,2022-07
3850,Y56,RQX,Magnetic Resonance Imaging,Jul,31,2022,2022-07
3854,Y56,RYJ,Computerized Axial Tomography,Jul,0,2022,2022-07
3857,Y56,RYJ,Magnetic Resonance Imaging,Jul,20,2022,2022-07
3860,Y56,RYJ,Positron Emission Tomography,Jul,19,2022,2022-07
3863,Y56,NV1,Magnetic Resonance Imaging,Jul,25,2022,2022-07
3865,Y56,RJZ,Computerized Axial Tomography,Jul,0,2022,2022-07
3868,Y56,RJZ,Magnetic Resonance Imaging,Jul,23,2022,2022-07
3871,Y56,RJZ,Positron Emission Tomography,Jul,14,2022,2022-07
3873,Y56,RAX,Computerized Axial Tomography,Jul,1,2022,2022-07
3876,Y56,RAX,Magnetic Resonance Imaging,Jul,9,2022,2022-07
3880,Y56,RJ2,Computerized Axial Tomography,Jul,1,2022,2022-07
3883,Y56,RJ2,Magnetic Resonance Imaging,Jul,22,2022,2022-07
3888,Y56,R1K,Computerized Axial Tomography,Jul,0,2022,2022-07
3891,Y56,R1K,Magnetic Resonance Imaging,Jul,23,2022,2022-07
3896,Y56,RP6,Computerized Axial Tomography,Jul,0,2022,2022-07
3899,Y56,RP6,Magnetic Resonance Imaging,Jul,38,2022,2022-07
3902,Y56,RAP,Computerized Axial Tomography,Jul,0,2022,2022-07
3905,Y56,RAP,Magnetic Resonance Imaging,Jul,18,2022,2022-07
3911,Y56,NVC,Computerized Axial Tomography,Jul,14,2022,2022-07
3914,Y56,NVC,Magnetic Resonance Imaging,Jul,34,2022,2022-07
3916,Y56,RAL,Computerized Axial Tomography,Jul,1,2022,2022-07
3919,Y56,RAL,Magnetic Resonance Imaging,Jul,21,2022,2022-07
3922,Y56,RAL,Positron Emission Tomography,Jul,16,2022,2022-07
3924,Y56,RAN,Computerized Axial Tomography,Jul,24,2022,2022-07
3927,Y56,RAN,Magnetic Resonance Imaging,Jul,29,2022,2022-07
3931,Y56,RV5,Magnetic Resonance Imaging,Jul,22,2022,2022-07
3932,Y56,NT3,Computerized Axial Tomography,Jul,12,2022,2022-07
3935,Y56,NT3,Magnetic Resonance Imaging,Jul,19,2022,2022-07
3937,Y56,RJ7,Computerized Axial Tomography,Jul,0,2022,2022-07
3940,Y56,RJ7,Magnetic Resonance Imaging,Jul,13,2022,2022-07
3943,Y56,RJ7,Positron Emission Tomography,Jul,12,2022,2022-07
3945,Y56,RAS,Computerized Axial Tomography,Jul,0,2022,2022-07
3948,Y56,RAS,Magnetic Resonance Imaging,Jul,19,2022,2022-07
3952,Y56,RPY,Computerized Axial Tomography,Jul,23,2022,2022-07
3955,Y56,RPY,Magnetic Resonance Imaging,Jul,25,2022,2022-07
3958,Y56,RPY,Positron Emission Tomography,Jul,10,2022,2022-07
3960,Y56,RRV,Computerized Axial Tomography,Jul,0,2022,2022-07
3963,Y56,RRV,Magnetic Resonance Imaging,Jul,0,2022,2022-07
3966,Y56,RRV,Positron Emission Tomography,Jul,0,2022,2022-07
3978,Y58,NT9,Magnetic Resonance Imaging,Jul,8,2022,2022-07
3981,Y58,NT9,Positron Emission Tomography,Jul,13,2022,2022-07
3982,Y58,NT4,Computerized Axial Tomography,Jul,12,2022,2022-07
3985,Y58,NT4,Magnetic Resonance Imaging,Jul,9,2022,2022-07
3987,Y58,AC7,Computerized Axial Tomography,Jul,24,2022,2022-07
3990,Y58,AC7,Magnetic Resonance Imaging,Jul,22.5,2022,2022-07
3992,Y58,AC7,Positron Emission Tomography,Jul,18,2022,2022-07
3993,Y58,RBD,Computerized Axial Tomography,Jul,1,2022,2022-07
3996,Y58,RBD,Magnetic Resonance Imaging,Jul,10,2022,2022-07
3998,Y58,RBD,Positron Emission Tomography,Jul,0,2022,2022-07
4001,Y58,RTE,Computerized Axial Tomography,Jul,1,2022,2022-07
4004,Y58,RTE,Magnetic Resonance Imaging,Jul,20,2022,2022-07
4007,Y58,RTE,Positron Emission Tomography,Jul,5,2022,2022-07
4009,Y58,RN3,Computerized Axial Tomography,Jul,1,2022,2022-07
4012,Y58,RN3,Magnetic Resonance Imaging,Jul,22,2022,2022-07
4017,Y58,RVJ,Computerized Axial Tomography,Jul,1,2022,2022-07
4020,Y58,RVJ,Magnetic Resonance Imaging,Jul,25,2022,2022-07
4024,Y58,NT2,Computerized Axial Tomography,Jul,8,2022,2022-07
4027,Y58,NT2,Magnetic Resonance Imaging,Jul,21,2022,2022-07
4031,Y58,NTP,Magnetic Resonance Imaging,Jul,38,2022,2022-07
4033,Y58,NVC,Computerized Axial Tomography,Jul,19,2022,2022-07
4036,Y58,NVC,Magnetic Resonance Imaging,Jul,43,2022,2022-07
4038,Y58,REF,Computerized Axial Tomography,Jul,2,2022,2022-07
4041,Y58,REF,Magnetic Resonance Imaging,Jul,44,2022,2022-07
4046,Y58,RH8,Computerized Axial Tomography,Jul,2,2022,2022-07
4049,Y58,RH8,Magnetic Resonance Imaging,Jul,14,2022,2022-07
4052,Y58,RH8,Positron Emission Tomography,Jul,8,2022,2022-07
4054,Y58,RD1,Computerized Axial Tomography,Jul,1,2022,2022-07
4057,Y58,RD1,Magnetic Resonance Imaging,Jul,24,2022,2022-07
4060,Y58,RD1,Positron Emission Tomography,Jul,20,2022,2022-07
4062,Y58,DCM,Computerized Axial Tomography,Jul,17,2022,2022-07
4064,Y58,DCM,Magnetic Resonance Imaging,Jul,14,2022,2022-07
4066,Y58,RNZ,Computerized Axial Tomography,Jul,1,2022,2022-07
4069,Y58,RNZ,Magnetic Resonance Imaging,Jul,34,2022,2022-07
4073,Y58,RH5,Computerized Axial Tomography,Jul,0,2022,2022-07
4076,Y58,RH5,Magnetic Resonance Imaging,Jul,8,2022,2022-07
4080,Y58,NT3,Computerized Axial Tomography,Jul,26.5,2022,2022-07
4083,Y58,NT3,Magnetic Resonance Imaging,Jul,23,2022,2022-07
4085,Y58,RA9,Computerized Axial Tomography,Jul,0,2022,2022-07
4088,Y58,RA9,Magnetic Resonance Imaging,Jul,15,2022,2022-07
4091,Y58,RA9,Positron Emission Tomography,Jul,12,2022,2022-07
4093,Y58,RA7,Computerized Axial Tomography,Jul,0,2022,2022-07
4096,Y58,RA7,Magnetic Resonance Imaging,Jul,35,2022,2022-07
4099,Y58,RA7,Positron Emission Tomography,Jul,13,2022,2022-07
4101,Y58,R0D,Computerized Axial Tomography,Jul,4,2022,2022-07
4104,Y58,R0D,Magnetic Resonance Imaging,Jul,9,2022,2022-07
4107,Y58,R0D,Positron Emission Tomography,Jul,23,2022,2022-07
4109,Y58,RK9,Computerized Axial Tomography,Jul,1,2022,2022-07
4112,Y58,RK9,Magnetic Resonance Imaging,Jul,28,2022,2022-07
4115,Y58,RK9,Positron Emission Tomography,Jul,13,2022,2022-07
4117,Y58,RA4,Computerized Axial Tomography,Jul,1,2022,2022-07
4120,Y58,RA4,Magnetic Resonance Imaging,Jul,13,2022,2022-07
4122,Y58,RA4,Positron Emission Tomography,Jul,7,2022,2022-07
4123,Y59,NT9,Computerized Axial Tomography,Jul,5,2022,2022-07
4124,Y59,NT9,Magnetic Resonance Imaging,Jul,16,2022,2022-07
4126,Y59,NT9,Positron Emission Tomography,Jul,12,2022,2022-07
4127,Y59,RTK,Computerized Axial Tomography,Jul,0,2022,2022-07
4130,Y59,RTK,Magnetic Resonance Imaging,Jul,28,2022,2022-07
4134,Y59,RXQ,Computerized Axial Tomography,Jul,0,2022,2022-07
4137,Y59,RXQ,Magnetic Resonance Imaging,Jul,12,2022,2022-07
4141,Y59,NV3,Magnetic Resonance Imaging,Jul,10.5,2022,2022-07
4143,Y59,NT4,Computerized Axial Tomography,Jul,3,2022,2022-07
4146,Y59,NT4,Magnetic Resonance Imaging,Jul,6,2022,2022-07
4151,Y59,RN7,Computerized Axial Tomography,Jul,1,2022,2022-07
4154,Y59,RN7,Magnetic Resonance Imaging,Jul,14,2022,2022-07
4157,Y59,RN7,Positron Emission Tomography,Jul,24.5,2022,2022-07
4159,Y59,RVV,Computerized Axial Tomography,Jul,1,2022,2022-07
4162,Y59,RVV,Magnetic Resonance Imaging,Jul,41,2022,2022-07
4165,Y59,RVV,Positron Emission Tomography,Jul,8,2022,2022-07
4167,Y59,RXC,Computerized Axial Tomography,Jul,1,2022,2022-07
4170,Y59,RXC,Magnetic Resonance Imaging,Jul,17,2022,2022-07
4183,Y59,RN5,Computerized Axial Tomography,Jul,1,2022,2022-07
4186,Y59,RN5,Magnetic Resonance Imaging,Jul,16,2022,2022-07
4189,Y59,RN5,Positron Emission Tomography,Jul,0,2022,2022-07
4195,Y59,NV1,Computerized Axial Tomography,Jul,32,2022,2022-07
4197,Y59,NV1,Magnetic Resonance Imaging,Jul,19,2022,2022-07
4198,Y59,R1F,Computerized Axial Tomography,Jul,0,2022,2022-07
4201,Y59,R1F,Magnetic Resonance Imaging,Jul,4,2022,2022-07
4203,Y59,RWF,Computerized Axial Tomography,Jul,1,2022,2022-07
4206,Y59,RWF,Magnetic Resonance Imaging,Jul,9,2022,2022-07
4209,Y59,RWF,Positron Emission Tomography,Jul,0,2022,2022-07
4211,Y59,RPA,Computerized Axial Tomography,Jul,1,2022,2022-07
4214,Y59,RPA,Magnetic Resonance Imaging,Jul,30,2022,2022-07
4220,Y59,AVQ,Magnetic Resonance Imaging,Jul,26,2022,2022-07
4221,Y59,RTH,Computerized Axial Tomography,Jul,0,2022,2022-07
4224,Y59,RTH,Magnetic Resonance Imaging,Jul,15,2022,2022-07
4227,Y59,RTH,Positron Emission Tomography,Jul,22,2022,2022-07
4229,Y59,RHU,Computerized Axial Tomography,Jul,5,2022,2022-07
4232,Y59,RHU,Magnetic Resonance Imaging,Jul,22,2022,2022-07
4235,Y59,RHU,Positron Emission Tomography,Jul,7,2022,2022-07
4237,Y59,NTP,Computerized Axial Tomography,Jul,11.5,2022,2022-07
4240,Y59,NTP,Magnetic Resonance Imaging,Jul,30,2022,2022-07
4242,Y59,RPC,Computerized Axial Tomography,Jul,13,2022,2022-07
4245,Y59,RPC,Magnetic Resonance Imaging,Jul,27,2022,2022-07
4248,Y59,RPC,Positron Emission Tomography,Jul,19,2022,2022-07
4250,Y59,NVC,Computerized Axial Tomography,Jul,11,2022,2022-07
4253,Y59,NVC,Magnetic Resonance Imaging,Jul,30,2022,2022-07
4255,Y59,RHW,Computerized Axial Tomography,Jul,1,2022,2022-07
4258,Y59,RHW,Magnetic Resonance Imaging,Jul,41.5,2022,2022-07
4261,Y59,RA2,Computerized Axial Tomography,Jul,1,2022,2022-07
4264,Y59,RA2,Magnetic Resonance Imaging,Jul,28,2022,2022-07
4268,Y59,RA2,Positron Emission Tomography,Jul,0,2022,2022-07
4270,Y59,RW1,Computerized Axial Tomography,Jul,22,2022,2022-07
4273,Y59,RW1,Magnetic Resonance Imaging,Jul,23,2022,2022-07
4275,Y59,NT3,Computerized Axial Tomography,Jul,8,2022,2022-07
4278,Y59,NT3,Magnetic Resonance Imaging,Jul,14,2022,2022-07
4280,Y59,RTP,Computerized Axial Tomography,Jul,0,2022,2022-07
4283,Y59,RTP,Magnetic Resonance Imaging,Jul,18,2022,2022-07
4290,Y59,RHM,Computerized Axial Tomography,Jul,1,2022,2022-07
4293,Y59,RHM,Magnetic Resonance Imaging,Jul,21,2022,2022-07
4296,Y59,RHM,Positron Emission Tomography,Jul,10,2022,2022-07
4298,Y59,RYR,Computerized Axial Tomography,Jul,0,2022,2022-07
4301,Y59,RYR,Magnetic Resonance Imaging,Jul,18,2022,2022-07
4304,Y59,RYR,Positron Emission Tomography,Jul,18,2022,2022-07
4307,Y60,NT9,Magnetic Resonance Imaging,Jul,32,2022,2022-07
4309,Y60,NT9,Positron Emission Tomography,Jul,8,2022,2022-07
4310,Y60,RQ3,Computerized Axial Tomography,Jul,5,2022,2022-07
4313,Y60,RQ3,Magnetic Resonance Imaging,Jul,58,2022,2022-07
4318,Y60,RFS,Computerized Axial Tomography,Jul,0,2022,2022-07
4321,Y60,RFS,Magnetic Resonance Imaging,Jul,21.5,2022,2022-07
4325,Y60,NT4,Computerized Axial Tomography,Jul,8,2022,2022-07
4328,Y60,NT4,Magnetic Resonance Imaging,Jul,11,2022,2022-07
4330,Y60,RLT,Computerized Axial Tomography,Jul,1,2022,2022-07
4333,Y60,RLT,Magnetic Resonance Imaging,Jul,24,2022,2022-07
4341,Y60,RNQ,Computerized Axial Tomography,Jul,0,2022,2022-07
4344,Y60,RNQ,Magnetic Resonance Imaging,Jul,17,2022,2022-07
4347,Y60,RNQ,Positron Emission Tomography,Jul,8,2022,2022-07
4350,Y60,RNS,Computerized Axial Tomography,Jul,1,2022,2022-07
4353,Y60,RNS,Magnetic Resonance Imaging,Jul,67,2022,2022-07
4356,Y60,RNS,Positron Emission Tomography,Jul,7,2022,2022-07
4358,Y60,RX1,Computerized Axial Tomography,Jul,0,2022,2022-07
4361,Y60,RX1,Magnetic Resonance Imaging,Jul,26,2022,2022-07
4364,Y60,RX1,Positron Emission Tomography,Jul,7,2022,2022-07
4372,Y60,NVC,Computerized Axial Tomography,Jul,4,2022,2022-07
4375,Y60,NVC,Magnetic Resonance Imaging,Jul,30,2022,2022-07
4377,Y60,RXK,Computerized Axial Tomography,Jul,0,2022,2022-07
4380,Y60,RXK,Magnetic Resonance Imaging,Jul,2,2022,2022-07
4383,Y60,RXK,Positron Emission Tomography,Jul,0,2022,2022-07
4385,Y60,RK5,Computerized Axial Tomography,Jul,0,2022,2022-07
4388,Y60,RK5,Magnetic Resonance Imaging,Jul,17,2022,2022-07
4393,Y60,RJC,Computerized Axial Tomography,Jul,4,2022,2022-07
4396,Y60,RJC,Magnetic Resonance Imaging,Jul,25,2022,2022-07
4398,Y60,NT3,Computerized Axial Tomography,Jul,12,2022,2022-07
4401,Y60,NT3,Magnetic Resonance Imaging,Jul,14,2022,2022-07
4403,Y60,RNA,Computerized Axial Tomography,Jul,1,2022,2022-07
4406,Y60,RNA,Magnetic Resonance Imaging,Jul,22,2022,2022-07
4412,Y60,RL1,Computerized Axial Tomography,Jul,25,2022,2022-07
4415,Y60,RL1,Magnetic Resonance Imaging,Jul,92,2022,2022-07
4418,Y60,RRJ,Computerized Axial Tomography,Jul,24,2022,2022-07
4421,Y60,RRJ,Magnetic Resonance Imaging,Jul,27,2022,2022-07
4426,Y60,RL4,Computerized Axial Tomography,Jul,1,2022,2022-07
4429,Y60,RL4,Magnetic Resonance Imaging,Jul,17,2022,2022-07
4433,Y60,RXW,Computerized Axial Tomography,Jul,0,2022,2022-07
4436,Y60,RXW,Magnetic Resonance Imaging,Jul,37,2022,2022-07
4442,Y60,RWD,Computerized Axial Tomography,Jul,1,2022,2022-07
4445,Y60,RWD,Magnetic Resonance Imaging,Jul,18,2022,2022-07
4448,Y60,RWD,Positron Emission Tomography,Jul,8.5,2022,2022-07
4450,Y60,RRK,Computerized Axial Tomography,Jul,1,2022,2022-07
4453,Y60,RRK,Magnetic Resonance Imaging,Jul,14,2022,2022-07
4456,Y60,RRK,Positron Emission Tomography,Jul,14,2022,2022-07
4458,Y60,RKB,Computerized Axial Tomography,Jul,1,2022,2022-07
4461,Y60,RKB,Magnetic Resonance Imaging,Jul,40,2022,2022-07
4464,Y60,RKB,Positron Emission Tomography,Jul,8,2022,2022-07
4466,Y60,RTG,Computerized Axial Tomography,Jul,1,2022,2022-07
4469,Y60,RTG,Magnetic Resonance Imaging,Jul,28,2022,2022-07
4472,Y60,RTG,Positron Emission Tomography,Jul,0,2022,2022-07
4474,Y60,RWE,Computerized Axial Tomography,Jul,1,2022,2022-07
4477,Y60,RWE,Magnetic Resonance Imaging,Jul,36,2022,2022-07
4480,Y60,RWE,Positron Emission Tomography,Jul,6,2022,2022-07
4482,Y60,RJE,Computerized Axial Tomography,Jul,1,2022,2022-07
4485,Y60,RJE,Magnetic Resonance Imaging,Jul,54,2022,2022-07
4490,Y60,RBK,Computerized Axial Tomography,Jul,1,2022,2022-07
4493,Y60,RBK,Magnetic Resonance Imaging,Jul,15,2022,2022-07
4497,Y60,RWP,Computerized Axial Tomography,Jul,1,2022,2022-07
4500,Y60,RWP,Magnetic Resonance Imaging,Jul,21,2022,2022-07
4503,Y60,RLQ,Computerized Axial Tomography,Jul,0,2022,2022-07
4506,Y60,RLQ,Magnetic Resonance Imaging,Jul,37,2022,2022-07
4511,Y61,NT9,Magnetic Resonance Imaging,Jul,3,2022,2022-07
4513,Y61,NT9,Positron Emission Tomography,Jul,7,2022,2022-07
4514,Y61,RC9,Computerized Axial Tomography,Jul,2,2022,2022-07
4517,Y61,RC9,Magnetic Resonance Imaging,Jul,20,2022,2022-07
4521,Y61,RGT,Computerized Axial Tomography,Jul,1,2022,2022-07
4524,Y61,RGT,Magnetic Resonance Imaging,Jul,22,2022,2022-07
4527,Y61,RGT,Positron Emission Tomography,Jul,6,2022,2022-07
4531,Y61,NT4,Magnetic Resonance Imaging,Jul,11,2022,2022-07
4533,Y61,RWH,Computerized Axial Tomography,Jul,0,2022,2022-07
4536,Y61,RWH,Magnetic Resonance Imaging,Jul,78,2022,2022-07
4540,Y61,RDE,Computerized Axial Tomography,Jul,1,2022,2022-07
4543,Y61,RDE,Magnetic Resonance Imaging,Jul,13,2022,2022-07
4546,Y61,RDE,Positron Emission Tomography,Jul,6,2022,2022-07
4550,Y61,NYR,Magnetic Resonance Imaging,Jul,48,2022,2022-07
4553,Y61,NV1,Magnetic Resonance Imaging,Jul,10,2022,2022-07
4555,Y61,RGP,Computerized Axial Tomography,Jul,0,2022,2022-07
4558,Y61,RGP,Magnetic Resonance Imaging,Jul,37,2022,2022-07
4561,Y61,RAJ,Computerized Axial Tomography,Jul,1,2022,2022-07
4564,Y61,RAJ,Magnetic Resonance Imaging,Jul,24,2022,2022-07
4567,Y61,RAJ,Positron Emission Tomography,Jul,8,2022,2022-07
4569,Y61,RD8,Computerized Axial Tomography,Jul,0,2022,2022-07
4572,Y61,RD8,Magnetic Resonance Imaging,Jul,19,2022,2022-07
4574,Y61,RM1,Computerized Axial Tomography,Jul,5,2022,2022-07
4577,Y61,RM1,Magnetic Resonance Imaging,Jul,24,2022,2022-07
4580,Y61,RM1,Positron Emission Tomography,Jul,9.5,2022,2022-07
4582,Y61,RGN,Computerized Axial Tomography,Jul,2,2022,2022-07
4585,Y61,RGN,Magnetic Resonance Imaging,Jul,8,2022,2022-07
4592,Y61,AWR,Computerized Axial Tomography,Jul,14,2022,2022-07
4593,Y61,AWR,Magnetic Resonance Imaging,Jul,9,2022,2022-07
4594,Y61,NVC,Computerized Axial Tomography,Jul,14,2022,2022-07
4597,Y61,NVC,Magnetic Resonance Imaging,Jul,39,2022,2022-07
4602,Y61,RGM,Computerized Axial Tomography,Jul,36,2022,2022-07
4605,Y61,RGM,Magnetic Resonance Imaging,Jul,42.5,2022,2022-07
4608,Y61,RGM,Positron Emission Tomography,Jul,0,2022,2022-07
4609,Y61,NT3,Computerized Axial Tomography,Jul,7,2022,2022-07
4612,Y61,NT3,Magnetic Resonance Imaging,Jul,18,2022,2022-07
4614,Y61,RQW,Computerized Axial Tomography,Jul,1,2022,2022-07
4617,Y61,RQW,Magnetic Resonance Imaging,Jul,51,2022,2022-07
4621,Y61,RCX,Computerized Axial Tomography,Jul,0,2022,2022-07
4624,Y61,RCX,Magnetic Resonance Imaging,Jul,30,2022,2022-07
4627,Y61,RCX,Positron Emission Tomography,Jul,30,2022,2022-07
4628,Y61,RWG,Computerized Axial Tomography,Jul,0,2022,2022-07
4631,Y61,RWG,Magnetic Resonance Imaging,Jul,13,2022,2022-07
4635,Y61,RGR,Computerized Axial Tomography,Jul,2,2022,2022-07
4638,Y61,RGR,Magnetic Resonance Imaging,Jul,16,2022,2022-07
4642,Y62,RBS,Computerized Axial Tomography,Jul,0,2022,2022-07
4645,Y62,RBS,Magnetic Resonance Imaging,Jul,17.5,2022,2022-07
4648,Y62,RBS,Positron Emission Tomography,Jul,0,2022,2022-07
4649,Y62,NT9,Computerized Axial Tomography,Jul,5,2022,2022-07
4650,Y62,NT9,Magnetic Resonance Imaging,Jul,21,2022,2022-07
4651,Y62,NT9,Positron Emission Tomography,Jul,8,2022,2022-07
4652,Y62,RXL,Computerized Axial Tomography,Jul,3,2022,2022-07
4655,Y62,RXL,Magnetic Resonance Imaging,Jul,15,2022,2022-07
4659,Y62,RMC,Computerized Axial Tomography,Jul,1,2022,2022-07
4662,Y62,RMC,Magnetic Resonance Imaging,Jul,10,2022,2022-07
4666,Y62,NT4,Computerized Axial Tomography,Jul,12,2022,2022-07
4669,Y62,NT4,Magnetic Resonance Imaging,Jul,23,2022,2022-07
4672,Y62,RJR,Computerized Axial Tomography,Jul,2,2022,2022-07
4675,Y62,RJR,Magnetic Resonance Imaging,Jul,15,2022,2022-07
4679,Y62,RJR,Positron Emission Tomography,Jul,11,2022,2022-07
4681,Y62,RJN,Computerized Axial Tomography,Jul,1,2022,2022-07
4684,Y62,RJN,Magnetic Resonance Imaging,Jul,35,2022,2022-07
4687,Y62,RXR,Computerized Axial Tomography,Jul,2,2022,2022-07
4690,Y62,RXR,Magnetic Resonance Imaging,Jul,29,2022,2022-07
4696,Y62,NV1,Computerized Axial Tomography,Jul,126,2022,2022-07
4697,Y62,NV1,Magnetic Resonance Imaging,Jul,123.5,2022,2022-07
4700,Y62,RXN,Computerized Axial Tomography,Jul,1,2022,2022-07
4703,Y62,RXN,Magnetic Resonance Imaging,Jul,7,2022,2022-07
4706,Y62,RXN,Positron Emission Tomography,Jul,9,2022,2022-07
4708,Y62,RBQ,Computerized Axial Tomography,Jul,31,2022,2022-07
4711,Y62,RBQ,Magnetic Resonance Imaging,Jul,24,2022,2022-07
